"","V0","V1","V2"
"6795","monks",8847,5
"6796","murky",6660,5
"6797","musky",7171,5
"6798","nooks",10048,4
"6799","nooky",8251,4
"6800","nusku",8242,4
"6801","porky",7526,5
"6802","punks",7907,5
"6803","punky",6110,5
"6804","rooks",10561,4
"6805","rooky",8764,4
"6806","smoky",8074,5
"6807","sulky",8063,5
"6808","turko",8674,5
"6809","tusks",9697,4
"6810","wonky",6413,5
"6811","works",8723,5
"6812","yolks",8966,5
"6813","plonk",7989,5
"6814","plunk",7086,5
"6815","pronk",8299,5
"6816","slunk",8836,5
"6817","snook",10048,4
"6818","spook",9322,4
"6819","spork",9323,5
"6820","spunk",7907,5
"6821","stork",10089,5
"6822","stunk",8673,5
"6823","torsk",10089,5
"6824","trunk",8162,5
"6825","lolly",9463,3
"6826","loons",11366,4
"6827","loony",9569,4
"6828","loops",10640,4
"6829","loopy",8843,4
"6830","lorry",10083,4
"6831","lossy",11105,4
"6832","lotto",10422,3
"6833","lotus",10503,5
"6834","loups",9737,5
"6835","lousy",9690,5
"6836","lowly",7934,4
"6837","lowry",8244,5
"6838","lully",8560,3
"6839","lumps",8536,5
"6840","lumpy",6739,5
"6841","lupus",8834,4
"6842","lusts",11015,4
"6843","lusty",9218,5
"6844","lusus",10584,3
"6845","luxor",8333,5
"6846","luzon",7796,5
"6847","lxxxv",3054,3
"6848","lyons",10081,5
"6849","lysol",10284,4
"6850","plots",10168,5
"6851","plott",9184,4
"6852","plows",8802,5
"6853","plump",6786,4
"6854","plums",8536,5
"6855","plumy",6739,5
"6856","pluto",8753,5
"6857","sloop",10640,4
"6858","slops",11152,4
"6859","slots",11918,4
"6860","slows",10552,4
"6861","slump",8536,5
"6862","slums",10286,4
"6863","slurp",9738,5
"6864","slyly",8999,3
"6865","ulmus",8871,4
"6866","zloty",7454,5
"6867","molly",8571,4
"6868","molto",9693,4
"6869","molts",10205,5
"6870","nylon",9057,4
"6871","orlon",10855,4
"6872","orlop",10129,4
"6873","polls",10331,4
"6874","polly",8534,4
"6875","polyp",7605,4
"6876","pulls",9428,4
"6877","pulpy",6702,4
"6878","pylon",8331,5
"6879","rollo",11058,3
"6880","rolls",11570,4
"6881","solon",11366,4
"6882","solos",12390,3
"6883","solum",9774,5
"6884","sully",9381,4
"6885","tolls",11097,4
"6886","tully",8397,4
"6887","volts",9487,5
"6888","xylol",7641,4
"6889","moult",8790,5
"6890","ovolo",9447,3
"6891","pools",10640,4
"6892","souls",11487,4
"6893","surly",9691,5
"6894","tools",11406,4
"6895","troll",10586,4
"6896","truly",8707,5
"6897","wooly",8243,4
"6898","wryly",6959,4
"6899","mosul",9774,5
"6900","prowl",8291,5
"6901","spool",10640,4
"6902","stool",11406,4
"6903","tyrol",9610,5
"6904","mommy",6787,3
"6905","momos",9785,3
"6906","momot",8801,3
"6907","momus",8882,4
"6908","monro",9963,4
"6909","monts",10002,5
"6910","moons",10474,4
"6911","moony",8677,4
"6912","moors",10987,4
"6913","moron",9963,4
"6914","morus",10084,5
"6915","mossy",10213,4
"6916","motor",10003,4
"6917","motto",9530,3
"6918","mount",8587,5
"6919","mourn",9060,5
"6920","mousy",8798,5
"6921","mummy",5884,3
"6922","mumps",7644,4
"6923","munro",9060,5
"6924","muntz",6432,5
"6925","muons",9571,5
"6926","mussy",9310,4
"6927","musty",8326,5
"6928","muton",8587,5
"6929","muzzy",3976,4
"6930","smuts",10123,4
"6931","pommy",6750,4
"6932","pumps",7607,4
"6933","romps",9749,5
"6934","rummy",7086,4
"6935","rumor",9573,4
"6936","tommy",7516,4
"6937","tummy",6613,4
"6938","tumor",9100,5
"6939","yummy",5800,3
"6940","norms",10475,5
"6941","promo",9237,4
"6942","rooms",10987,4
"6943","roomy",9190,4
"6944","spumy",7560,5
"6945","stomp",9276,5
"6946","stump",8373,5
"6947","stymy",7944,4
"6948","trump",7862,5
"6949","worms",9149,5
"6950","wormy",7352,5
"6951","notum",8587,5
"6952","storm",10515,5
"6953","strum",9612,5
"6954","sturm",9612,5
"6955","vroom",8556,4
"6956","noruz",8106,5
"6957","nouns",10260,4
"6958","nutty",8031,4
"6959","snoop",10437,4
"6960","snoot",11203,4
"6961","snort",11204,5
"6962","snout",10300,5
"6963","snows",10349,4
"6964","snowy",8552,5
"6965","runny",8464,4
"6966","runty",8504,5
"6967","runup",8120,4
"6968","sonny",9878,4
"6969","sonsy",10902,4
"6970","sunny",8975,4
"6971","sunup",8631,4
"6972","tonus",10300,5
"6973","tunny",7991,4
"6974","orono",11164,3
"6975","porno",9926,4
"6976","pruno",9023,5
"6977","stony",9918,5
"6978","stunt",9828,4
"6979","towns",9365,5
"6980","towny",7568,5
"6981","turns",10301,5
"6982","orson",11676,4
"6983","spoon",10437,4
"6984","spurn",9535,5
"6985","swoon",9837,4
"6986","sworn",9838,5
"6987","toyon",9406,4
"6988","tyson",9918,5
"6989","upton",8550,5
"6990","ousts",11324,4
"6991","poppy",6676,3
"6992","porto",9966,4
"6993","ports",10478,5
"6994","posts",10989,4
"6995","potos",10477,4
"6996","potto",9493,3
"6997","potty",8208,4
"6998","pours",10047,5
"6999","powys",7826,5
"7000","poyou",8249,4
"7001","roost",11716,4
"7002","roots",11716,4
"7003","rosso",12700,3
"7004","rotor",11205,3
"7005","sooty",10430,4
"7006","sopor",10950,4
"7007","soppy",8426,4
"7008","sorry",10904,4
"7009","sorts",12228,4
"7010","sorus",11797,4
"7011","sotto",11243,3
"7012","soups",10558,4
"7013","soupy",8761,5
"7014","sours",11797,4
"7015","topos",10477,4
"7016","topsy",9192,5
"7017","torso",11716,4
"7018","torus",10813,5
"7019","tours",10813,5
"7020","woozy",6397,4
"7021","worry",8554,4
"7022","worst",9878,5
"7023","yours",10000,5
"7024","props",9712,4
"7025","prosy",9665,5
"7026","proto",9966,4
"7027","provo",8519,4
"7028","proxy",7022,5
"7029","pyotr",8681,5
"7030","spoor",10950,4
"7031","sport",10478,5
"7032","spots",10989,4
"7033","spout",9574,5
"7034","stoop",10477,4
"7035","stops",10989,4
"7036","story",10431,5
"7037","stoup",9574,5
"7038","stout",10340,4
"7039","swoop",9111,4
"7040","swops",9623,4
"7041","troop",9966,4
"7042","trots",11244,4
"7043","trous",10813,5
"7044","trout",9829,4
"7045","psyop",8426,4
"7046","strop",10478,5
"7047","strow",9878,5
"7048","tutor",9829,4
"7049","tyros",10431,5
"7050","putto",8590,4
"7051","russo",11797,4
"7052","puppy",5773,3
"7053","pursy",8762,5
"7054","purus",9144,4
"7055","pussy",9273,4
"7056","putts",9102,4
"7057","putty",7305,4
"7058","pyrus",8762,5
"7059","spurs",10559,4
"7060","spurt",9575,5
"7061","turps",9575,5
"7062","syrup",8762,5
"7063","usurp",9144,4
"7064","rusts",11325,4
"7065","rusty",9528,5
"7066","rutty",8544,4
"7067","truss",11325,4
"7068","trust",10341,4
"7069","tryst",9959,4
"7070","ursus",10894,3
"7071","strut",10341,4
"7072","sturt",10341,4
"7073","usury",9097,4
"7074","tutus",9437,3
